Protein	14F	14F	17F	23M	25M	28M	36M	37M	39M	43M	44M	45F	45M	47M	48M	49F	50F	52F	59M	66M
A7E2V4	11529900.0	4027860.0	24302100.0	9627930.0	25268800.0	12598000.0	10210600.0	9139230.0	11487000.0	6574460.0	28161000.0	9275980.0	9290470.0	31056400.0	4050530.0	10703700.0	10344000.0	6921960.0	54843400.0	7672790.0
A7KAX9		850476.0	445425.0	201355.0	408998.0	777971.0		2453110.0	3867690.0	7392160.0		6696280.0	364080.0	1589020.0		1738700.0	5172450.0	17641400.0	1986170.0	2355520.0
A8CG34	14240200.0	24104100.0	13295800.0	11713900.0	34465700.0	99289400.0	13536700.0	17795900.0	582852.0	1055850.0	44348400.0	81036900.0	226370.0	46246500.0	56830700.0	3022300.0	12985100.0	4353890.0	60863100.0	52887400.0
A8K0Z3							40647800.0													
A8K2U0								3037460.0												
A8MPP1												11270.1								
A8MPS7	409807.0	7457560.0					3460890.0	2804090.0	1965310.0	13118.4		1302290.0	11392.2			584265.0	379718.0	18478300.0		
A8MSI8	1601970.0	3776920.0	10272200.0	8001710.0	14018600.0	3573710.0	1261460.0	5196780.0	4942920.0	4418040.0	13099100.0	3162740.0	2389760.0	16906100.0	1633750.0	1499240.0	4060510.0	9570690.0	5796600.0	7099230.0
A8MTT3	3891950.0	7641240.0	2916010.0	7385020.0	6623930.0	3017300.0	2446920.0	8642340.0	3914480.0	4770260.0	5944250.0	7926500.0	3158950.0	8442100.0	7046320.0	6845190.0	3635450.0	6061280.0	4209640.0	4217230.0
A8MTZ7			33405.1																	
A8MUX0												81919500.0								
A8MV81			5800800.0			22858500.0											7958730.0	9729140.0		
A8MVS5								32408.5										5509.32		
A8MWD9;P62308	183540000.0	162396000.0	178494000.0	191225000.0	119945000.0	247920000.0	95820600.0	155181000.0	112155000.0	109375000.0	188547000.0	168079000.0	111452000.0	179073000.0	163034000.0	144712000.0	127364000.0	192494000.0	178070000.0	127491000.0
A8MWX3			1499600.0												20251600.0					
A8MWY0						1632480.0								11316200.0	772460.0			10226.3		
A8MXV4	40603900.0	11430600.0	40656700.0	102384000.0	62093000.0	12708500.0	99757100.0	22643700.0	32924400.0	99465200.0	68081600.0	115073000.0	80450000.0	143079000.0	29180000.0	71057800.0	45075500.0	82351000.0	72724500.0	4667230.0
A9QM74						2081460.0														
A9UHW6	11393400.0	3435320.0	26385100.0	26110200.0	16487300.0	17294000.0	21679100.0	58606900.0	21599500.0	19215800.0	22859400.0	74179000.0	23194900.0	14031900.0	17815900.0	12640500.0	14944200.0	23225200.0	33781500.0	28907100.0
B0I1T2	2017550.0	710168.0	7521760.0	36496100.0	14420800.0	16900100.0	5664990.0	68436600.0	16236600.0	78378200.0	22564800.0	21129100.0	3373830.0	17087900.0	30227900.0	6033520.0	18725400.0	7833780.0	11242500.0	7135610.0
B1AK53	27785600.0	15584100.0	33212700.0	31326600.0	42111600.0	23780900.0	19609100.0	10339500.0	10821500.0	24898100.0	28372800.0	14840000.0	25006200.0	34974300.0	15355500.0	23353200.0	23286100.0	22058400.0	39691100.0	24020700.0
B2RUZ4	1508430.0	9462050.0	6493580.0	9170040.0	4997740.0	7298900.0	4412680.0	1695860.0	3263940.0	4031020.0	10328700.0	3545650.0	3815450.0	5787650.0	1993800.0	3886290.0	1197250.0	3578240.0	6201820.0	5356880.0
B2RXH8;O60812												752841.0								
B7ZAQ6;P0CG08	29345000.0	39287500.0	38950400.0	48127000.0	32134400.0	31240400.0	31007300.0	33419400.0	9255740.0	21431000.0	36438400.0	30437100.0	21309400.0	26944500.0	16002600.0	26399300.0	27478400.0	37042700.0	19202600.0	17820200.0
B7ZBB8	8428670.0	7347830.0	3170460.0	1529880.0	3013750.0	4992520.0	1049370.0	12375400.0	565385.0	73056900.0	2411440.0	68360000.0	11999000.0	2915180.0	52434500.0	1658740.0	12725.9	10649400.0	4566640.0	7854820.0
B9A064	99054600.0	374443000.0	217402000.0	297763000.0	648049000.0	430736000.0	255028000.0	309751000.0	907846000.0	110222000.0	1294900000.0	155953000.0	132605000.0	184028000.0	244920000.0	125344000.0	156384000.0	719885000.0	120635000.0	229793000.0
C0HM98			97804800.0																	
C0HMD7											7634160.0									
C4AMC7;Q6VEQ5	3447660.0	6539700.0	2440590.0	3496320.0	15227600.0	9733770.0	6675480.0	6143630.0	3492540.0	5210470.0	5911270.0	4644260.0	3357030.0	5250390.0	3465570.0	5399880.0	2295320.0	6302260.0	18681500.0	5278930.0
C9J798;O43374	879647.0				8426.88			438327.0	4276.62		6582.14	1322540.0			525940.0			49271800.0		
C9J7I0	133765000.0	448888.0	363709000.0	249514000.0	220700000.0	244435000.0	118949000.0	96654100.0	133951000.0	264982000.0	347460000.0	100329000.0	64149900.0	191253000.0	58009700.0	206168000.0	228077000.0	365069000.0	232539000.0	252775000.0
C9JI98	34201900.0	16803100.0	36202100.0	60172900.0	26387800.0	25655200.0	6939380.0	8156420.0		34337100.0	34056000.0	30696200.0	9416130.0	27106600.0	31615600.0	7212620.0	14109100.0	26128000.0	44928600.0	33063200.0
C9JLW8		2126110.0	24262.5	553964000.0	1666090000.0	3348430.0					42471.2	1873360.0		1778650.0			678713.0	49519800.0	414392.0	315670.0
C9JQL5						4100.59						9796.68								
E9PAV3	251384000.0	270984000.0	230994000.0	241755000.0	264229000.0	351281000.0	179931000.0	228241000.0	152780000.0	164830000.0	229607000.0	211926000.0	165111000.0	297868000.0	196075000.0	212631000.0	169225000.0	309513000.0	336659000.0	290988000.0
E9PRG8		57897.6			17614.3			958286.0				25956.7						735944.0		
F8WCM5	16976.4	5676390.0	3271000.0	4942390.0		2813940.0	17472.3			27715.4	2485720.0	31656.9	11412.7	6442410.0		24690.2	13001.6	29370.8	7657700.0	5331130.0
G9CGD6	282758.0	19617.5	99573.5			65512200.0							13111.9					1391090.0		19120100.0
G9CGD6;Q6P9H4									3894.02						13182.2				298826.0	
H3BR10	6724390.0	2890150.0	4358100.0	5462190.0	3720850.0	6321370.0	5102280.0	8554610.0	10081000.0	10119400.0	4413830.0	2030920.0	7653200.0	5997240.0	4724860.0	7395430.0	4984710.0	3678700.0	5971140.0	5348830.0
L0R819	1004080.0	16420900.0	10590000.0	11223800.0	9706430.0	18594600.0	888867.0	824139.0	1610070.0	586421.0	11725100.0	1397360.0	1595390.0	21846000.0	1054290.0	192190.0	83452.2	24848900.0	22595900.0	13441100.0
O00115	12159700.0	11333200.0	8955510.0	23040500.0	22742800.0	28175600.0	22096200.0	7939440.0	18882800.0	16501600.0	23725800.0	12555100.0	10071900.0	22674700.0	13885600.0	10537300.0	11341600.0	17514100.0	19982900.0	26244500.0
O00116	28799600.0	31870700.0	34746200.0	27945800.0	31362100.0	44512800.0	23486600.0	41742000.0	27034600.0	32707100.0	34257700.0	25550300.0	20245200.0	49221200.0	30465700.0	21244300.0	20284300.0	91107100.0	34787000.0	29028100.0
O00124	1198580.0	4076320.0	13190000.0	1409140.0	12432100.0	54955600.0	1034750.0	1897070.0	3322710.0	2857760.0	5213350.0	2753750.0	13402200.0	9919100.0	3230390.0	7255150.0	8657510.0	11911800.0	13563100.0	8000220.0
O00139	16652800.0	2826130.0	55949100.0	3837310.0	3288300.0	109510000.0	221180000.0	5819530.0	83824400.0	49457500.0	55053400.0	68661100.0	4207790.0	66534000.0	19590400.0	10211900.0	15645000.0	69875100.0	17077800.0	162225000.0
O00141		29366.6						6832.56												
O00142	33292100.0	39860000.0	257008000.0	62696100.0	88750200.0	47895300.0	177749000.0	136034000.0	162095000.0	161403000.0	53558900.0	51095700.0	146932000.0	39580600.0	244324000.0	31098600.0	33321700.0	19929300.0	64509800.0	84644100.0
O00148	15739000.0	7240430.0	30160400.0	6883360.0	20839300.0	207882000.0	126155000.0	27681300.0	69515300.0	50737100.0	13045800.0	88570000.0	45066000.0	11735900.0	38472500.0	7836800.0	10168600.0	150306000.0	196766000.0	127169000.0
O00151	116335000.0	230909000.0	226574000.0	203172000.0	198288000.0	327477000.0	178645000.0	161321000.0	177641000.0	118831000.0	231017000.0	140390000.0	162759000.0	277809000.0	131641000.0	116705000.0	175795000.0	311877000.0	235248000.0	227736000.0
O00154	23462400.0	15422100.0	23245200.0	32269700.0	26603400.0	22937800.0	63859400.0	35825600.0	37330100.0	31792000.0	28285300.0	38648000.0	19589200.0	26519100.0	57033800.0	15059000.0	26531900.0	19035300.0	15757200.0	24679900.0
O00159	450702000.0	69416400.0	81424900.0	63628000.0	69919500.0	80859100.0	401731000.0	452937000.0	620853000.0	469428000.0	157092000.0	529762000.0	598704000.0	72216300.0	439049000.0	669721000.0	725226000.0	67429700.0	69614900.0	47772600.0
O00160	90995800.0	260924000.0	224255000.0	88661800.0	37354600.0	43405200.0	53437200.0	117434000.0	103198000.0	87852100.0	33402900.0	26822300.0	77080900.0	33158100.0	20150600.0	77262900.0	109748000.0	60728700.0	53766000.0	64594100.0
O00161	37413300.0	527821000.0	220268000.0	472038000.0	529011000.0	225575000.0	30291100.0	70033600.0	41266100.0	30903000.0	304601000.0	26581400.0	26662200.0	182041000.0	36941000.0	17995200.0	40075400.0	213028000.0	418877000.0	251915000.0
O00165	110521000.0	54990300.0	158796000.0	94403900.0	73384400.0	75945100.0	14277100.0	89538700.0	7331050.0	12719900.0	62554100.0	14150300.0	103349000.0	122679000.0	50084800.0	76014800.0	16143500.0	50186100.0	33916800.0	28910500.0
O00168	62588100.0	33030100.0	33529400.0	30352700.0	23764600.0	16804800.0	43331400.0	21337800.0	56580700.0	46573700.0	32295400.0	19189400.0	55226200.0	27599100.0	44048800.0	30402500.0	39256300.0	20723900.0	32439000.0	42570300.0
O00170	40589600.0	19231400.0	10943600.0	15929000.0	10120300.0	20962500.0	46365400.0	31717800.0	22437600.0	45343600.0	12439600.0	11749700.0	47258500.0	14254200.0	33424200.0	41117100.0	27331100.0	12705800.0	13430900.0	11573600.0
O00178	8197990.0	21700000.0	66823300.0	80311800.0	17734800.0	87210500.0	4437020.0	7873540.0	5767480.0	3296480.0	50902600.0	11661800.0	4369030.0	78271300.0	7179780.0	7725010.0	8583700.0	82274600.0	85673200.0	55659200.0
O00182	21046100.0	120585000.0	53692100.0	37524900.0	50566800.0	108356000.0	7150030.0	35607600.0	16323800.0	8644270.0	11847600.0	10201500.0	9624380.0	81451400.0	16833400.0	15244200.0	17340400.0	33101400.0	98740700.0	65186400.0
O00186	50591800.0	23634700.0	100104000.0	18298800.0	40605500.0	167318000.0	114497000.0	84456600.0	144580000.0	139046000.0	60291100.0	41777700.0	101759000.0	32456300.0	108462000.0	39483300.0	93631300.0	431254000.0	615896000.0	187337000.0
O00187	27501800.0	3807220.0	14046800.0	16884800.0	32948200.0	27018100.0	10185000.0	6841230.0	7401460.0	16847400.0	27195100.0	18680800.0	11416900.0	42747500.0	27391300.0	22574800.0	23607900.0	41077100.0	39763600.0	60353700.0
O00189	3675360.0	400853.0	10158900.0	12245600.0	674819.0	150736000.0	2825840.0	22481400.0	3052620.0	452855.0	13203200.0	17107800.0	5716380.0	10422900.0	4720620.0	2763150.0	6605340.0	21504600.0	7469300.0	42599000.0
O00192	68511200.0	9318620.0	51554600.0	35550000.0	16327900.0	36256800.0	82043900.0	22246400.0	111418000.0	282407000.0	99286800.0	143898000.0	376095000.0	99532000.0	187142000.0	56084900.0	150747000.0	74688400.0	91057500.0	60406700.0
O00193	2481240.0	23576000.0	15125800.0	3874860.0	8728640.0	14326700.0	1971280.0	3473530.0	5337490.0	1213060.0	12778000.0	1183490.0	712385.0	3412580.0	877920.0	5780910.0	5633980.0	10132400.0	9653070.0	3780460.0
O00194						13060.9	1538910.0		3795090.0		8928.33	3936350.0	8170.87	420935.0		326224.0	1934590.0			
O00203	76638100.0	37745400.0	29103700.0	43864800.0	55455900.0	44942600.0	170558000.0	93778200.0	121463000.0	154863000.0	60152600.0	128571000.0	130637000.0	39009900.0	90867300.0	54235600.0	85290200.0	39531600.0	34532900.0	36195900.0
O00204		5120710.0		7754630.0			20974800.0	13987800.0	16549700.0	24575200.0		2399820.0	8924920.0	14267000.0					8970740.0	8016460.0
O00206					461959.0															
O00212	94200400.0	3499100.0	7107740.0	5383610.0	5185860.0	10339500.0	213333000.0	140989000.0	101333000.0	803097000.0	7710100.0	178793000.0	607324000.0	14125000.0	456609000.0	87479600.0	19038700.0	9009700.0	8828910.0	14892400.0
O00213			31751.2			17741.2		62192.7	10862.9	5370650.0		13306.2		474971.0		6553.73				3329610.0
O00214	68547800.0	115492000.0	59326500.0	58590700.0	61744800.0	73263300.0	39873800.0	85331900.0	41933900.0	48119600.0	52745800.0	63746300.0	92327200.0	79754100.0	31702400.0	67433800.0	38949800.0	49877700.0	100768000.0	68256200.0
O00217	57635900.0	278528000.0	213023000.0	143274000.0	249099000.0	99826300.0	58273100.0	72259600.0	60801700.0	62340300.0	250902000.0	74697200.0	73486100.0	68673800.0	82549100.0	73165300.0	75551200.0	177826000.0	1329060000.0	166549000.0
O00220							332924.0	2557050.0							464132.0					
O00221	16311000.0	47685.2	23194600.0	17027800.0		16398300.0		416313.0	34881.1			2585360.0		2294190.0		14052400.0	9956190.0	16004.9	4763440.0	900130.0
O00231	94428500.0	86398300.0	88889600.0	59408500.0	72625100.0	137212000.0	74496100.0	87381700.0	55922900.0	74945200.0	93921300.0	100606000.0	68653100.0	115280000.0	83077000.0	103403000.0	95867200.0	127044000.0	85308000.0	89861100.0
O00232	79588500.0	66309600.0	59987300.0	55120500.0	60437200.0	82466600.0	62513200.0	46301600.0	56479300.0	102285000.0	60682100.0	110975000.0	71153400.0	81250600.0	40063500.0	85221600.0	79044300.0	83624900.0	70741400.0	62926800.0
O00233	253767000.0	97230200.0	33509800.0	26955700.0	31730300.0	188747000.0	166768000.0	161999000.0	133299000.0	166441000.0	45813000.0	217191000.0	158246000.0	63977700.0	118140000.0	198842000.0	136236000.0	44387700.0	42119600.0	27034000.0
O00241	683132.0		430833.0	10771.6	17041.2		1928590.0	3709210.0	18516.2	13428.1		1036280.0	641001.0		468771.0		251623.0	6382.43		406803.0
O00244	59220800.0	116338000.0	75259200.0	87363400.0	78820600.0	102761000.0	70775000.0	54574200.0	63739400.0	90280700.0	139120000.0	83343500.0	75004200.0	127210000.0	44663300.0	85793100.0	79972200.0	88881000.0	129321000.0	77667800.0
O00255	453698.0	22248.9	6354470.0	366728.0	19586.3	719200.0	6136960.0	5034320.0	503029.0	2257660.0	15251.5	1443840.0	12717.8	25113.8	1385910.0	4310850.0	596297.0	11662800.0	4737430.0	9680110.0
O00257																			6617.51	
O00258	31951500.0	1017170.0	593388.0	1424420.0	2651730.0	2271090.0	80829500.0	91215800.0	15318300.0	40101400.0	2781000.0	78338200.0	19386500.0	804757.0	34251600.0	13825000.0	17151300.0	2316620.0	3583080.0	1125850.0
O00264	729007000.0	873372000.0	641375000.0	696356000.0	935398000.0	482181000.0	784046000.0	342274000.0	576558000.0	790297000.0	768969000.0	803634000.0	776892000.0	746625000.0	973440000.0	859210000.0	821279000.0	862135000.0	753419000.0	846695000.0
O00267	31409600.0	18426800.0	13442800.0	13521100.0	29839600.0	14355500.0	28169200.0	11644900.0	46121700.0	46288700.0	12602500.0	50873600.0	30822100.0	17340000.0	27253000.0	12672800.0	60689600.0	17892100.0	12619400.0	17057400.0
O00268	22544700.0	4467380.0	5064930.0	5215660.0	6117150.0	7816070.0	7540160.0	19368100.0	4033750.0	14082400.0	7353640.0	3346430.0	5570040.0	6341250.0	4580080.0	4652740.0	9509950.0	6686340.0	12119800.0	7348680.0
O00273	27411400.0	6144830.0	14558300.0	19292600.0	20653800.0	47470600.0	22806200.0	21449400.0	18766800.0	19412600.0	16197500.0	25767000.0	26803800.0	22035300.0	12860500.0	19565000.0	20626300.0	15165000.0	74819100.0	27448600.0
O00287		3974.19										3297380.0				1166040.0				
O00291	39952500.0	18737700.0	22062100.0	29414900.0	17824600.0	183091000.0	45786500.0	57322400.0	32210600.0	43095400.0	36266700.0	52968100.0	44578400.0	54507000.0	66751800.0	36105300.0	67706700.0	46538100.0	23525000.0	15820800.0
O00294;P50607						5823750.0				4287090.0	8093870.0									
O00299	102742000.0	110053000.0	79730300.0	109414000.0	135060000.0	224198000.0	124335000.0	210624000.0	141405000.0	262280000.0	125175000.0	93243400.0	125784000.0	153885000.0	75005100.0	88210200.0	106567000.0	177427000.0	188199000.0	122393000.0
O00303	99394500.0	110337000.0	95873900.0	72075200.0	133128000.0	151441000.0	65706900.0	66370300.0	88901100.0	57447700.0	80973300.0	85141400.0	92894000.0	128279000.0	88719200.0	72809600.0	78831400.0	99956600.0	98874700.0	173648000.0
O00308	5385590.0	3445290.0	8163460.0	9234030.0	8770930.0	885459.0	4387280.0	3398330.0	3550440.0	1000880.0	6855240.0	1384790.0	10699500.0	4165250.0	15093100.0	3590230.0	1318450.0	38859100.0	9225970.0	7344460.0
O00327	10981700.0	23505100.0	507849.0	2256630.0	202567.0	1760600.0	3379770.0	16407.0		2290140.0	137768.0		10784000.0	5679380.0	8637950.0	2838970.0	3248090.0	22348900.0		492570.0
O00329	9208470.0	11978000.0	3548340.0	905378.0	4068660.0	20501200.0	7955860.0	4117030.0	18973000.0	4011300.0	1736090.0	3840860.0	34394700.0	7750870.0	7395300.0	4056980.0	5928730.0	10043600.0	18812700.0	1651080.0
O00330	37955000.0	57824500.0	66496600.0	110248000.0	85868000.0	89502400.0	50657100.0	57125700.0	22113700.0	24854600.0	91978100.0	23481200.0	26211800.0	98313800.0	23769200.0	27574200.0	32754600.0	82513500.0	102379000.0	79415900.0
O00337	6785280.0	4900440.0	15403700.0	457064.0		13332000.0	709348.0	2121770.0	430433.0	2779060.0	3649730.0	5394960.0	4322260.0	10897800.0	6766590.0	3574850.0	2931630.0	13866000.0	24898700.0	20439700.0
O00338				22221700.0	21420500.0				13731500.0											
O00339	15531100.0	1941550.0	1904770.0	4118440.0	17512800.0	15719400.0	3128830.0	5454690.0	14236800.0	8753680.0	11573300.0	21482900.0	12077200.0	37826800.0	28419100.0	3001070.0	8486720.0	4499270.0	1427290.0	3742200.0
O00391	3028090.0	3457470.0	4785730.0	3725810.0	94075800.0	42954100.0	8174460.0	5279260.0	7662190.0	7753180.0	34592600.0	3248120.0	4917890.0	6639120.0	3697700.0	1059700.0	6008930.0	88972500.0	6253740.0	34569700.0
O00399	10313300.0	7970080.0	10123100.0	10220600.0	5598480.0	19366600.0	19418100.0	16202800.0	15544000.0	12683200.0	8935840.0	6961390.0	15604100.0	14368000.0	11148100.0	8461290.0	9389280.0	15403200.0	16352000.0	11111900.0
O00400	70775600.0	26163300.0	42030100.0	116265000.0	34130300.0	68116900.0	96087000.0	254712000.0	101070000.0	16557500.0	126603000.0	194058000.0	104373000.0	70973700.0	132239000.0	77678300.0	71869400.0	186791000.0	77771100.0	75560600.0
O00401	20125700.0	15319000.0	14479800.0	15347900.0	10531300.0	28081000.0	26228400.0	1717390000.0	16569800.0	23261100.0	17312200.0	26410100.0	39728400.0	14119300.0	10692300.0	30428900.0	177315000.0	12730300.0	17765100.0	15196700.0
O00408	2950430.0	12392400.0	4373280.0	4038340.0	2666840.0	7882160.0	6333920.0	15507800.0	36822600.0	22372600.0	10341200.0	7100340.0	5159520.0	5664090.0	9052480.0	4884620.0	7354620.0	11101500.0	5172980.0	2698020.0
O00409																				20210.8
O00410	53100800.0	240374000.0	95325100.0	112965000.0	88940000.0	122350000.0	36729400.0	57259700.0	118205000.0	162962000.0	148541000.0	138941000.0	266313000.0	72597900.0	240628000.0	115409000.0	24788600.0	229349000.0	166743000.0	119772000.0
O00411	12251100.0	2715160.0	32080800.0	36030800.0	21264600.0	54519200.0	53963400.0	10859800.0	4995220.0	29438100.0	26941800.0	61321300.0	7967680.0	27648300.0	65429600.0	3956190.0	1955530.0	37162600.0	36425300.0	22702500.0
O00418	12091800.0	6220430.0	17973400.0	94363400.0	12826000.0	10943900.0	14601900.0	14135900.0	21703000.0	16913700.0	26464900.0	5743380.0	14152000.0	10431400.0	12455800.0	11476500.0	30826900.0	7336530.0	11442200.0	8117630.0
O00421									1402130.0				973483.0		3264320.0					
O00422	45318400.0	25927100.0	31486100.0	31867500.0	28389700.0	45325200.0	92720700.0	31352700.0	41522500.0	94205800.0	25213800.0	53457700.0	60718500.0	34338700.0	56856400.0	107643000.0	25280900.0	39667000.0	28918900.0	36119300.0
O00423	17089900.0	21999900.0	80477900.0	88796100.0	399784000.0	113870000.0	454754000.0	14956100.0	40742600.0	15209800.0	233328000.0	10837700.0	53963300.0	260441000.0	39742900.0	347168000.0	348745000.0	511157000.0	15839800.0	236254000.0
O00429	108980000.0	23828900.0	30200800.0	36105300.0	35030600.0	47254900.0	166007000.0	249850000.0	69481100.0	260515000.0	211274000.0	82768200.0	107535000.0	44932900.0	197545000.0	197852000.0	146333000.0	62517100.0	56726700.0	44898300.0
O00442	13166300.0	68791400.0	123744000.0	32384700.0	41879800.0	57032500.0	15636000.0	17409100.0	15145500.0	15898600.0	23879500.0	18665700.0	14360500.0	375470000.0	13599700.0	16981000.0	15672400.0	36106600.0	33521500.0	178100000.0
O00443	64694300.0	52521500.0	44909500.0	42946300.0	20290700.0	68881000.0	77340900.0	60167700.0	45896600.0	117574000.0	290010000.0	112072000.0	12519300.0	31145800.0	36630700.0	84058000.0	61110000.0	34356000.0	28553100.0	25789200.0
O00451		3951.36		320621.0	5388.78				1283160.0	1683950.0				9252330.0				6312.4		26081.8
O00453		1456780.0	765546.0	1659950.0	6181150.0	6081070.0	2627900.0		4563060.0	4246070.0	3660840.0	643919.0	448695.0		377233.0	3084830.0	609966.0	554303.0	459403.0	
O00459	4398570.0		8252.69					8327480.0		5752.7	4370370.0			15024.4						971357.0
O00461	21905200.0	11553400.0	23195400.0	15877200.0	20735900.0	31099600.0	19438100.0	20859200.0	22319800.0	24673000.0	20593700.0	12584700.0	17198100.0	17850200.0	28031200.0	20313500.0	16114900.0	18488400.0	29764100.0	23460300.0
O00462	14204300.0	3036040.0	19908700.0	11634700.0	18901900.0	25419600.0	82389800.0	10860000.0	13269100.0	19413400.0	57346600.0	19950400.0	18487300.0	22336500.0	13677000.0	11703900.0	10595800.0	6013920.0	23188200.0	56174600.0
O00463																		3309030.0		
O00468	156041000.0	85117700.0	136104000.0	114147000.0	107508000.0	76557900.0	138410000.0	245706000.0	307931000.0	180195000.0	176958000.0	195016000.0	102531000.0	74207500.0	100674000.0	84881200.0	88933100.0	117934000.0	141190000.0	96203800.0
O00469	70721000.0	17813000.0	6501390.0	13100300.0	4346610.0	38623900.0	5912760.0	53496000.0	5249220.0	17866900.0	14646200.0	7827640.0	147710000.0	9700630.0	8971020.0	4430030.0	5091660.0	52773900.0	27242300.0	6701230.0
O00470				2070200.0	6323340.0	2965490.0								4626580.0				41979400.0	43315300.0	
